Number,Crime,Address,Time,url
12-082508,Suspicious Subject,1500 block of London St,1637,pages/view.aspx?publish_date=20120327
12-082601,Stolen Vehicle,5600 block of James Way,1838,pages/view.aspx?publish_date=20120327
12-082822,Vandalism,Villa Royale Way / Camino Royale Dr,16,pages/view.aspx?publish_date=20120327
12-082855,Suspicious Subject,8000 block of Pegler Way,135,pages/view.aspx?publish_date=20120327
12-082860,Traffic Stop,28th St / 32nd Ave,144,pages/view.aspx?publish_date=20120327
12-083612,Robbery,4500 block of Seawind Dr,2007,pages/view.aspx?publish_date=20120328
12-083571,Vehicle Burglary,3800 block of Duckhorn Dr,1917,pages/view.aspx?publish_date=20120328
12-083448,Traffic Accident,100 block of Goss Ct,1651,pages/view.aspx?publish_date=20120328
12-083746,Suspicious Circumstance,4900 block of Raley Blvd,54,pages/view.aspx?publish_date=20120328
12-083753,Suspicious Subject,2600 block of Fairfield St,107,pages/view.aspx?publish_date=20120328
12-083764,Stolen Vehicle,Norwood Ave / Eleanor Ave,135,pages/view.aspx?publish_date=20120328
12-083752,Child Custody,7400 block of Barr Way,104,pages/view.aspx?publish_date=20120328
12-083280,Burglary,4200 block of 62nd St,1356,pages/view.aspx?publish_date=20120328
12-083464,Vandalism,1000 block of 26th St,1702,pages/view.aspx?publish_date=20120328
12-083614,Trespassing,7500 block of College Town Dr,2016,pages/view.aspx?publish_date=20120328
12-083745,Burglary,5500 block of Power Inn Rd,54,pages/view.aspx?publish_date=20120328
12-083748,Street Racing,6000 block of Warehouse Way,57,pages/view.aspx?publish_date=20120328
12-083799,Outside Agency Assist,I Street Bridge,306,pages/view.aspx?publish_date=20120328
12-051410,Prowler,8000 block of Arroyo Vista Dr,1239,pages/view.aspx?publish_date=20120328
12-083484,Burglary,7500 block of 29th St,1723,pages/view.aspx?publish_date=20120328
12-084363,Subject Stop,Grand Ave / Dayton St,1651,pages/view.aspx?publish_date=20120329
12-084544,Shooting,Beaumont St / Dixieanne Ave,2018,pages/view.aspx?publish_date=20120329
12-084556,Robbery,1500 block of W El Camino Ave,2035,pages/view.aspx?publish_date=20120329
12-084689,Domestic Violence,700 block of Dixieanne Ave,2338,pages/view.aspx?publish_date=20120329
12-083827,Burglary,5200 block of Elvas Ave,540,pages/view.aspx?publish_date=20120329
12-084183,Shooting,4000 block of 4th Ave,1349,pages/view.aspx?publish_date=20120329
12-083461,Attempt Pick-Up,3900 block of 12th Ave,1700,pages/view.aspx?publish_date=20120329
12-084566,Hazard,19th St / L St,2043,pages/view.aspx?publish_date=20120329
12-084358,Traffic Stop,Stockton Blvd / Fruitridge Rd,1641,pages/view.aspx?publish_date=20120329
12-084461,Weapons Call,N B St / N 12th St,1819,pages/view.aspx?publish_date=20120329
12-084531,Suspicious Subject,1200 block of Whitney Ave,1956,pages/view.aspx?publish_date=20120329
12-084451,Traffic Stop,Calvine Rd / Bruceville Rd,1812,pages/view.aspx?publish_date=20120329
12-084346,Outside Agency Assist,7500 block of 32nd St,1632,pages/view.aspx?publish_date=20120329
12-084288,Domestic Violence,1100 block of Alder Tree Way,1540,pages/view.aspx?publish_date=20120329
12-084362,Assault,6900 block of 27th St,1646,pages/view.aspx?publish_date=20120329
12-084208,Domestic Violence,1300 block of Florin Rd,1417,pages/view.aspx?publish_date=20120329
12-084603,Subject Stop,Franklin Blvd / Fruitridge Rd,2150,pages/view.aspx?publish_date=20120329
12-084795,Domestic Violence,2200 block of Babette Way,233,pages/view.aspx?publish_date=20120329
12-085287,Attempt Pick-Up,500 block of Las Palmas Ave,1535,pages/view.aspx?publish_date=20120330
12-085300,Robbery,1000 block of Dixieanne Ave,1547,pages/view.aspx?publish_date=20120330
12-085409,Subject Stop,Mint/Dos Rios,1715,pages/view.aspx?publish_date=20120330
12-084866,Stolen Vehicle,7200 block of Rock Creek Way,720,pages/view.aspx?publish_date=20120330
12-084993,Vehicle Collision,3400 block of 43rd St,1043,pages/view.aspx?publish_date=20120330
12-085025,Stolen Vehicle,6000 block of Lemon Hill Ave,1112,pages/view.aspx?publish_date=20120330
12-085044,Traffic Collision,10th St / O St,1137,pages/view.aspx?publish_date=20120330
12-085408,Domestic Violence,2000 block of 27th St,1714,pages/view.aspx?publish_date=20120330
12-067592,Arrest,5000 block of Mascot,137,pages/view.aspx?publish_date=20120330
12-085763,Warrant Arrest,4400 block of Broadway,2345,pages/view.aspx?publish_date=20120330
12-085802,Warrant Arrest,4300 block of Stockton Blvd,39,pages/view.aspx?publish_date=20120330
12-085896,Warrant Arrest,100 block of Clauss Ct,410,pages/view.aspx?publish_date=20120330
12-085740,Robbery,20th St / N St,2322,pages/view.aspx?publish_date=20120330
12-085355,Robbery,5500 block of Crystal Hill Way,1635,pages/view.aspx?publish_date=20120330
12-085757,Traffic Stop,24th St / Florin Rd,2339,pages/view.aspx?publish_date=20120330
12-087069,Assault,2700 block of Academy Way,620,pages/view.aspx?publish_date=20120401
12-087239,Robbery,1600 block of W El Camino Ave,1141,pages/view.aspx?publish_date=20120401
12-087308,Burglary,3000 block of Academy Way,1330,pages/view.aspx?publish_date=20120401
12-087726,Suspicious Vehicle,3000 block of Northgate Blvd,2206,pages/view.aspx?publish_date=20120401
12-087957,Burglary,Jessie Ave / Taylor St,430,pages/view.aspx?publish_date=20120401
12-087070,Assault,4000 block of J St,623,pages/view.aspx?publish_date=20120401
12-087209,Suspicious Subject,4900 block of Parker Ave,1047,pages/view.aspx?publish_date=20120401
12-087282,Suspicious Subject,500 block of I St,1253,pages/view.aspx?publish_date=20120401
12-087304,Sexual Assault,7300 block of Radha Dr,1326,pages/view.aspx?publish_date=20120401
12-087324,Recovered Stolen Vehicle,3500 block of 43rd St,1358,pages/view.aspx?publish_date=20120401
12-087515,Stolen Vehicle,Lawrence Dr / Clauss Ct,1726,pages/view.aspx?publish_date=20120401
12-087560,Suspicious Subject,3100 block of 2nd Ave,1822,pages/view.aspx?publish_date=20120401
12-087629,Welfare Check,4900 block of 48th St,2005,pages/view.aspx?publish_date=20120401
12-087794,Sexual Assault,1400 block of D St,2315,pages/view.aspx?publish_date=20120401
12-087799,Domestic Violence,3700 block of 21st Ave,2320,pages/view.aspx?publish_date=20120401
12-087911,Warrant Arrest,5400 block of Martin Luther King Jr Blvd,211,pages/view.aspx?publish_date=20120401
12-087916,Suspicious Subject,6100 block of Dias Ave,213,pages/view.aspx?publish_date=20120401
12-087939,Subject Stop,4300 block of Stockton Blvd,318,pages/view.aspx?publish_date=20120401
12-087945,Shooting,2800 block of L St,324,pages/view.aspx?publish_date=20120401
12-087072,Robbery,8900 block of Pocket Rd,625,pages/view.aspx?publish_date=20120401
12-087158,Subject Stop,24th St / Fruitridge Rd,926,pages/view.aspx?publish_date=20120401
12-087366,Suspicious Circumstance,1400 block of Meadowview Rd,1435,pages/view.aspx?publish_date=20120401
12-087770,Shooting,Valley Vale Way / Franciscan Way,2252,pages/view.aspx?publish_date=20120401
12-087859,Domestic Violence,6300 block of Lochinvar Way,35,pages/view.aspx?publish_date=20120401
12-087885,Warrant Arrest,2600 block of 53rd Ave,100,pages/view.aspx?publish_date=20120401
12-087950,Burglary,5500 block of Mack Rd,344,pages/view.aspx?publish_date=20120401
12-088454,Threats,2600 block of Altos Ave,1841,pages/view.aspx?publish_date=20120402
12-088523,Suspicious Circumstance,100 block of Saginaw Cir,2026,pages/view.aspx?publish_date=20120402
12-088637,Traffic Stop,300 block of Jefferson Ave,2235,pages/view.aspx?publish_date=20120402
12-088692,Disturbance,100 block of Saginaw Cir,2342,pages/view.aspx?publish_date=20120402
12-088253,Pursuit,3800 block of 40th St,1426,pages/view.aspx?publish_date=20120402
12-087977,Suspicious Circumstance,100 block of Grand Rio Cir,622,pages/view.aspx?publish_date=20120402
12-087515,Stolen Vehicle,Lawrence Dr / Clauss Ct,1726,pages/view.aspx?publish_date=20120402
12-088335,Stolen Vehicle,6000 block of Lemon Hill Ave,1621,pages/view.aspx?publish_date=20120402
12-088448,Robbery,3700 block of Y St,1832,pages/view.aspx?publish_date=20120402
12-088696,Domestic Violence,300 block of J St,2348,pages/view.aspx?publish_date=20120402
12-088246,Robbery,20th St / Broadway,1419,pages/view.aspx?publish_date=20120402
12-088331,Robbery,8200 block of Union House Way,1614,pages/view.aspx?publish_date=20120402
12-088391,Traffic Stop,Muir Way / Broadway,1728,pages/view.aspx?publish_date=20120402
12-088463,Hit and Run,Center Pkwy / Cosumnes River Blvd,1854,pages/view.aspx?publish_date=20120402
12-088567,Sexual Assault,2200 block of Babette Way,2109,pages/view.aspx?publish_date=20120402
12-088704,Stabbing,800 block of Broadway,1,pages/view.aspx?publish_date=20120402
12-088713,Suspicious Vehicle,100 block of Massie Ct,23,pages/view.aspx?publish_date=20120402
12-088990,Robbery,3600 block of Northgate Blvd,1145,pages/view.aspx?publish_date=20120403
12-089387,Shooting,1400 block of Grand Ave,2020,pages/view.aspx?publish_date=20120403
12-089317,Suspicious Circumstance,1100 block of Acacia Ave,1833,pages/view.aspx?publish_date=20120403
12-089548,Robbery,2800 block of Del Paso Blvd,9,pages/view.aspx?publish_date=20120403
12-089624,Burglary,3300 block of Northgate Blvd,308,pages/view.aspx?publish_date=20120403
12-088892,Traffic Collision,2100 block of 16th St,943,pages/view.aspx?publish_date=20120403
12-089106,Robbery,1400 block of 30th St,1414,pages/view.aspx?publish_date=20120403
12-089197,Stabbing,3300 block of Julliard Dr,1612,pages/view.aspx?publish_date=20120403
12-089027,Suspicious Circumstance,2300 block of Fruitridge Rd,1232,pages/view.aspx?publish_date=20120403
12-089223,Robbery,7500 block of Franklin Blvd,1640,pages/view.aspx?publish_date=20120403
12-089244,Sexual Assault Report,2400 block of 69th Ave,1655,pages/view.aspx?publish_date=20120403
12-089514,Subject Stop,8100 block of Golden Field Way,2321,pages/view.aspx?publish_date=20120403
12-089821,Robbery,3700 block of Northgate Blvd,1020,pages/view.aspx?publish_date=20120404
12-089772,Burglary,1600 block of W El Camino Ave,930,pages/view.aspx?publish_date=20120404
12-089695,Attempted Burglary,2000 block of Railroad Dr,741,pages/view.aspx?publish_date=20120404
12-089746,Suspicious Occupied Vehicle,6200 block of Fowler Ave,851,pages/view.aspx?publish_date=20120404
12-089975,Assault,1600 block of J St,1312,pages/view.aspx?publish_date=20120404
12-090208,Robbery,3900 block of 2nd Ave,1642,pages/view.aspx?publish_date=20120404
12-089774,Burglary,900 block of Florin Rd,931,pages/view.aspx?publish_date=20120404
12-090467,Robbery,100 block of Majorca Cir,2146,pages/view.aspx?publish_date=20120404
12-090050,Assault,6200 block of Greenhaven Dr,1427,pages/view.aspx?publish_date=20120404
12-090475,Robbery,4600 block of Freeport Blvd,2204,pages/view.aspx?publish_date=20120404
12-090978,Traffic Stop,600 block of Plaza Ave,1324,pages/view.aspx?publish_date=20120405
12-091332,Stabbing,200 block of Wainwright Ct,1946,pages/view.aspx?publish_date=20120405
12-091238,Traffic Stop,3800 block of Duckhorn Dr,1738,pages/view.aspx?publish_date=20120405
12-091496,Theft and Resisting Arrest,2000 block of Marconi Ave,7,pages/view.aspx?publish_date=20120405
12-091515,Robbery,1800 block of Del Paso Blvd,30,pages/view.aspx?publish_date=20120405
12-091103,Vehicle Collision,1300 block of H St.,1527,pages/view.aspx?publish_date=20120405
12-091350,Suspicious Vehicle,8300 block of Folsom Blvd,2025,pages/view.aspx?publish_date=20120405
12-091367,Subject Stop,200 block of Jibboom St,2102,pages/view.aspx?publish_date=20120405
12-091408,Hit and Run,16th St / E St,2213,pages/view.aspx?publish_date=20120405
12-091412,Vehicle Accident,51st St / H St,2218,pages/view.aspx?publish_date=20120405
12-091501,Robbery,1000 block of 2nd St,16,pages/view.aspx?publish_date=20120405
12-091586,Burglary,8500 block of Kiefer Blvd,340,pages/view.aspx?publish_date=20120405
12-090056,Traffic Stop,Franklin Blvd / Atlas Ave,1432,pages/view.aspx?publish_date=20120405
12-090348,Search Warrant,5600 block of Mack Rd,1912,pages/view.aspx?publish_date=20120405
12-091048,Attempt Pick-Up,7700 block of Manorside Dr,1432,pages/view.aspx?publish_date=20120405
12-091760,Robbery,3600 block of Northgate Blvd,1110,pages/view.aspx?publish_date=20120406
12-091649,Subject Stop,1000 block of Frienza Ave,827,pages/view.aspx?publish_date=20120406
12-091801,Welfare Check,Marysville Blvd / Harris Ave,1202,pages/view.aspx?publish_date=20120406
12-091723,Embezzlement,1500 block of Arden Way,1021,pages/view.aspx?publish_date=20120406
12-092301,Assault,2900 block of Del Paso Blvd,2101,pages/view.aspx?publish_date=20120406
12-092311,Traffic Collision,Arden Way / Evergreen St,2112,pages/view.aspx?publish_date=20120406
12-091652,Burglary,7300 block of Marin Ave,824,pages/view.aspx?publish_date=20120406
12-092256,Assault,3300 block of San Carlos Way,1958,pages/view.aspx?publish_date=20120406
12-091941,Stabbing,2800 block of L St,1429,pages/view.aspx?publish_date=20120406
12-091999,Traffic Collision,6300 block of S St,1515,pages/view.aspx?publish_date=20120406
12-092072,Disturbance,7800 block of College Town Dr,1623,pages/view.aspx?publish_date=20120406
12-092030,Subject Stop,3200 block of W St,1543,pages/view.aspx?publish_date=20120406
12-089192,Robbery,3100 block of Broadway,1604,pages/view.aspx?publish_date=20120406
12-092032,Suicide,100 block of Hidden Cove Cir,1544,pages/view.aspx?publish_date=20120406
12-092067,Dead Body,2800 block of 4th Ave,1620,pages/view.aspx?publish_date=20120406
12-092237,Sex Crimes,100 block of Sunlit Cir,1933,pages/view.aspx?publish_date=20120406
12-093126,Welfare Check,4800 block of Kokomo Dr,1843,pages/view.aspx?publish_date=20120407
12-093287,Shooting,2800 block of Mendel Way,2153,pages/view.aspx?publish_date=20120407
12-093326,Robbery,1500 block of W El Camino Ave,2237,pages/view.aspx?publish_date=20120407
12-093519,Shooting,Garden Hwy / Truxel Rd,302,pages/view.aspx?publish_date=20120407
12-092776,Sexual Assault Report,3500 block of 36th St,1316,pages/view.aspx?publish_date=20120407
12-092929,Burglary,1600 block of 18th St,1602,pages/view.aspx?publish_date=20120407
12-092841,Sexual Assault Report,100 block of Waterglen Cir,1431,pages/view.aspx?publish_date=20120407
12-092861,Attempt Pick-Up,7700 block of La Riviera Dr,1455,pages/view.aspx?publish_date=20120407
12-093047,Traffic Accident,7700 block of La Riviera Dr,1732,pages/view.aspx?publish_date=20120407
12-093226,Assault on an Officer,500 block of K St,2020,pages/view.aspx?publish_date=20120407
12-092864,Foot Pursuit,5700 block of 79th St,1502,pages/view.aspx?publish_date=20120407
12-089192,Arrest,4th Ave/35th St,1604,pages/view.aspx?publish_date=20120407
12-093049,Subject Stop,5900 block of 68th St,1733,pages/view.aspx?publish_date=20120407
12-093050,Attempt Pick-Up,2600 block of Broadway,1734,pages/view.aspx?publish_date=20120407
12-092622,Burglary,3000 block of 9th Ave,921,pages/view.aspx?publish_date=20120407
12-092794,Theft,7300 block of Greenhaven Dr,1338,pages/view.aspx?publish_date=20120407
12-093134,Home Invasion,4000 block of Deer Cross Way,1850,pages/view.aspx?publish_date=20120407
12-093913,Attempted Robbery,3200 block of Truxel Rd,1643,pages/view.aspx?publish_date=20120408
12-093934,Warrant Arrest,2100 block of Moonstone Way,1703,pages/view.aspx?publish_date=20120408
12-094180,Warrant Arrest,3700 block of Natoma Way,2212,pages/view.aspx?publish_date=20120408
12-094342,Shooting,2200 block of Northgate Blvd,36,pages/view.aspx?publish_date=20120408
12-094365,Hit and Run,Trouville/Anjou Cir,59,pages/view.aspx?publish_date=20120408
12-093774,Disturbance,9th St. / J St.,1336,pages/view.aspx?publish_date=20120408
12-093963,Assault,2800 block of L St,1731,pages/view.aspx?publish_date=20120408
12-094055,Missing Person,3500 block of 20th Ave,1919,pages/view.aspx?publish_date=20120408
12-094064,Welfare Check,4000 block of 11th Ave,1924,pages/view.aspx?publish_date=20120408
12-094083,Shooting,Elder Creek/Rancho Pico Way,1955,pages/view.aspx?publish_date=20120408
12-094177,Robbery,8300 block of Folsom Blvd,2210,pages/view.aspx?publish_date=20120408
12-094207,Subject Stop,Temple Ave / 16th Ave,2234,pages/view.aspx?publish_date=20120408
12-094329,Suspicious Subject,5800 block of Stockton Blvd,29,pages/view.aspx?publish_date=20120408
12-094335,Robbery,2100 block of 16th St,31,pages/view.aspx?publish_date=20120408
12-094037,Stolen Vehicle,3900 block of 28th St,1904,pages/view.aspx?publish_date=20120408
12-094120,Suicidal Subject,Freeport Blvd / Freeport Brg,2043,pages/view.aspx?publish_date=20120408
12-094404,Stolen Vehicle,33rd Ave / 28th St,232,pages/view.aspx?publish_date=20120408
12-094533,Assault,500 block of Santiago Ave,921,pages/view.aspx?publish_date=20120409
12-094924,Shooting,600 block of Alamos Ave,1938,pages/view.aspx?publish_date=20120409
12-095085,Attempted Theft,Del Paso Blvd / Hwy 160 Wb,2309,pages/view.aspx?publish_date=20120409
12-094524,Found Property,9th Ave / Martin Luther King Jr Blvd,912,pages/view.aspx?publish_date=20120409
12-094839,Accident,8100 block of Ramona Ave,1732,pages/view.aspx?publish_date=20120409
12-094841,Assault,Hometown Way/Carthage Ct,1732,pages/view.aspx?publish_date=20120409
12-095146,Subject Stop,Stockton Blvd / Lawrence Dr,200,pages/view.aspx?publish_date=20120409
12-095156,Suspicious Subject,5th Ave / 35th St,231,pages/view.aspx?publish_date=20120409
12-094880,Disturbance,2400 block of 2nd Ave,1827,pages/view.aspx?publish_date=20120409
